	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	Comparison
GO:0044309	CC	GO:0044309	neuron spine	9/220	203/21251	0.000276296633351477	0.00299162561628841	0.00231667957546974	Adora1/Nr1d1/Nlgn1/Syt11/Grm3/Gper1/Eef2k/Dnajb1/Cryab	9	AbstinencevsSaline
GO:0099055	CC	GO:0099055	integral component of postsynaptic membrane	8/220	169/21251	0.000389495884359506	0.00407672358962949	0.00315696664165073	Efnb3/Nlgn1/Slc6a9/Ptprf/Grm3/Slc6a1/Ncam1/Cspg5	8	AbstinencevsSaline
GO:00332701	CC	GO:0033270	paranode region of axon	3/220	15/21251	0.000454247454149142	0.00460108711622035	0.0035630275690476	Ank3/Ermn/Mag	3	AbstinencevsSaline
GO:0098858	CC	GO:0098858	actin-based cell projection	9/220	221/21251	0.000513576672817864	0.00503947110202529	0.00390250695463574	Kcnj10/Cnp/Ermn/Car2/Nlgn1/Espn/Gpm6a/Cib2/Pls1	9	AbstinencevsSaline
GO:0015629	CC	GO:0015629	actin cytoskeleton	14/220	492/21251	0.000645199781808558	0.00613917368145113	0.00475410365543148	Gas7/Tax1bp3/Fermt2/Ctnna1/Fermt3/Gsn/Hck/Cnr1/Espn/Ctnna2/Bag3/Cryab/Cib2/Pls1	14	AbstinencevsSaline
GO:0098685	CC	GO:0098685	Schaffer collateral - CA1 synapse	6/220	114/21251	0.00121150299775335	0.0111885865086633	0.00866430936473761	Anks1b/Nrxn1/Pfn2/Syt11/Ptprd/Ncam1	6	AbstinencevsSaline
GO:00431941	CC	GO:0043194	axon initial segment	3/220	25/21251	0.00212757099656145	0.0190873512262941	0.0147810195550585	Cntn2/Ank3/Bcan	3	AbstinencevsSaline
GO:0044291	CC	GO:0044291	cell-cell contact zone	5/220	88/21251	0.00221821536517005	0.019347767351761	0.0149826827296573	Gja1/Ank3/Pcdh9/Ctnna1/Opalin	5	AbstinencevsSaline
GO:0098636	CC	GO:0098636	protein complex involved in cell adhesion	4/220	55/21251	0.00252210681815699	0.0214038254297648	0.0165748698433646	Nrxn1/Itga6/Nlgn1/Plp1	4	AbstinencevsSaline
GO:0030055	CC	GO:0030055	cell-substrate junction	7/220	182/21251	0.00293873517346195	0.0232522338293641	0.0180062554964234	Fermt2/Fermt3/Gsn/Itga6/Arl14ep/Hck/Cib2	7	AbstinencevsSaline
GO:0060077	CC	GO:0060077	inhibitory synapse	3/220	28/21251	0.00296206800374065	0.0232522338293641	0.0180062554964234	Nrxn1/Nlgn1/Syt11	3	AbstinencevsSaline
GO:0099059	CC	GO:0099059	integral component of presynaptic active zone membrane	3/220	28/21251	0.00296206800374065	0.0232522338293641	0.0180062554964234	Nrxn1/Syt11/Gpm6a	3	AbstinencevsSaline
GO:0031594	CC	GO:0031594	neuromuscular junction	5/220	98/21251	0.00353890565728799	0.0271028384484983	0.0209881182755719	Ank3/Spock1/Nrxn1/Nlgn1/Cib2	5	AbstinencevsSaline
GO:0099025	CC	GO:0099025	anchored component of postsynaptic membrane	2/220	10/21251	0.00454533338009678	0.0339817781273902	0.026315087990034	Cntn2/Cntn1	2	AbstinencevsSaline
GO:0098945	CC	GO:0098945	intrinsic component of presynaptic active zone membrane	3/220	33/21251	0.00474952959538755	0.0346826114639928	0.0268578050559247	Nrxn1/Syt11/Gpm6a	3	AbstinencevsSaline
GO:0016328	CC	GO:0016328	lateral plasma membrane	4/220	67/21251	0.00514822657456714	0.0367396169185019	0.0284507258068184	Gja1/Ank3/Slc6a9/Gjb1	4	AbstinencevsSaline
GO:00443061	CC	GO:0044306	neuron projection terminus	7/220	208/21251	0.00607201763787426	0.0423691897398337	0.0328102005695662	Ptprn/Adora1/Prnp/Syt11/Gper1/Kcna6/Scrg1	7	AbstinencevsSaline
GO:0050839	MF	GO:0050839	cell adhesion molecule binding	15/212	295/20962	3.55921682650415e-07	0.000161944365605939	0.000140870055449007	Cntn2/Ank3/Fermt2/Cntn1/Nrxn1/Ctnna1/Fermt3/Itga6/Nlgn1/Ptprd/Plpp3/Ptprf/Ctnna2/Tspan4/Cib2	15	AbstinencevsSaline
GO:00310721	MF	GO:0031072	heat shock protein binding	9/212	138/20962	1.16025508963434e-05	0.00263958032891811	0.002296083756329	Adora1/Fkbp5/Hspa1a/Cdc37l1/Ppid/Dnaja1/Gpr37/Bax/Dnajb1	9	AbstinencevsSaline
GO:00970011	MF	GO:0097001	ceramide binding	4/212	18/20962	2.78436108740186e-05	0.00409305054799406	0.00356040949923833	Epdr1/Laptm4b/Clip3/Mag	4	AbstinencevsSaline
GO:00510821	MF	GO:0051082	unfolded protein binding	7/212	90/20962	3.59828619603874e-05	0.00409305054799406	0.00356040949923833	Clu/Hspa1a/Cdc37l1/Scg5/Dnaja1/Dnajb1/Cryab	7	AbstinencevsSaline
GO:00332181	MF	GO:0033218	amide binding	14/212	413/20962	8.53687684627603e-05	0.00747594173453475	0.00650307482286886	Fzd5/Epdr1/Clu/Ednrb/Laptm4b/Fkbp5/Prnp/Pex5l/Ppid/Gstm7/Gpr37/Clip3/Mag/Cryab	14	AbstinencevsSaline
GO:00443891	MF	GO:0044389	ubiquitin-like protein ligase binding	12/212	317/20962	9.85838470488099e-05	0.00747594173453475	0.00650307482286886	Fzd5/Ptprn/Prdx6/Clu/Laptm4b/Myc/Hspa1a/Ube2c/Syt11/Dnaja1/Gpr37/Cul1	12	AbstinencevsSaline
GO:00199111	MF	GO:0019911	structural constituent of myelin sheath	3/212	10/20962	0.000116143030223268	0.00754929696451239	0.00656688411487949	Mal/Pllp/Plp1	3	AbstinencevsSaline
GO:00432081	MF	GO:0043208	glycosphingolipid binding	3/212	11/20962	0.000158506218083574	0.00901504115350326	0.00784188657887155	Epdr1/Clip3/Mag	3	AbstinencevsSaline
GO:0001882	MF	GO:0001882	nucleoside binding	3/212	12/20962	0.000209766935782454	0.01031682704257	0.00897426713246112	Adora1/Pnp/Polr2b	3	AbstinencevsSaline
GO:0046625	MF	GO:0046625	sphingolipid binding	4/212	30/20962	0.000226743451485055	0.01031682704257	0.00897426713246112	Epdr1/Laptm4b/Clip3/Mag	4	AbstinencevsSaline
GO:00156311	MF	GO:0015631	tubulin binding	12/212	366/20962	0.000370043676154135	0.0153063520591028	0.0133144901659287	Gja1/Tppp/Stmn4/Ncald/Prnp/Syt11/Kif1b/Hsph1/Clip3/Tppp3/Fez1/Cryab	12	AbstinencevsSaline
GO:00055391	MF	GO:0005539	glycosaminoglycan binding	9/212	220/20962	0.000419128502975107	0.0158919557378061	0.0138238874665474	Tnfaip6/Prnp/Bcan/Hapln2/Ptprf/Aplp1/Fgfr2/Spock3/Ncam1	9	AbstinencevsSaline
GO:00510871	MF	GO:0051087	chaperone binding	6/212	106/20962	0.000734303223745198	0.0257006128310819	0.0223561143423639	Cdc37l1/Prnp/Dnaja1/Bax/Bag3/Dnajb1	6	AbstinencevsSaline
GO:00316251	MF	GO:0031625	ubiquitin protein ligase binding	10/212	301/20962	0.00102517651392522	0.0333182367025695	0.0289824337771339	Fzd5/Prdx6/Clu/Laptm4b/Myc/Hspa1a/Syt11/Dnaja1/Gpr37/Cul1	10	AbstinencevsSaline
GO:0030544	MF	GO:0030544	Hsp70 protein binding	4/212	49/20962	0.00150908993450059	0.0454409106477506	0.0395275474923174	Dnaja1/Gpr37/Bax/Dnajb1	4	AbstinencevsSaline
GO:0051015	MF	GO:0051015	actin filament binding	8/212	215/20962	0.00159792213266815	0.0454409106477506	0.0395275474923174	Gas7/Fermt2/Ctnna1/Gsn/Ermn/Espn/Ctnna2/Pls1	8	AbstinencevsSaline
GO:0005540	MF	GO:0005540	hyaluronic acid binding	3/212	24/20962	0.0017646966712917	0.0472315873786897	0.0410851980436954	Tnfaip6/Bcan/Hapln2	3	AbstinencevsSaline
GO:00027641	BP	GO:0002764	immune response-regulating signaling pathway	32/530	381/21359	2.13640145810464e-09	9.50485008710753e-06	8.023874107913e-06	Hspd1/Lilrb4a/Lcp2/Havcr2/Gps2/Sarm1/Lgals9/Nr1d1/Cd300a/Sec14l1/Pum2/Psen1/Cd180/Fyb/Tnfrsf21/Nfkbil1/Cd14/Slc15a3/Lpxn/Blnk/Dgkz/Rbck1/Tifa/Sh2b2/Zc3hav1/Clec4n/C5ar1/Cd33/Bax/Cd276/Tlr13/Tlr7	32	AbstinencevsMaintenance
GO:00064572	BP	GO:0006457	protein folding	20/530	164/21359	4.8758225477945e-09	1.08462672575689e-05	9.15628150027935e-06	Hspd1/Cct4/Ahsa2/Ahsa1/Tbce/Cct5/Ppil2/Cct8/Tcp1/Fkbp5/Hsp90ab1/Hspa5/Ppig/Dnajc10/Cct3/Dnajb6/Cct7/Fkbp4/Chordc1/Hspa8	20	AbstinencevsMaintenance
GO:00003751	BP	GO:0000375	RNA splicing, via transesterification reactions	25/530	270/21359	1.85408613883586e-08	1.64976584633615e-05	1.39271144070871e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Ddx41/Hnrnpk/Acin1/Srsf3/U2af1/Hnrnpm/Cdc5l/Usp49/Rbm17/Fxr1/Mbnl1/Larp7/Sf3a3/Thrap3/Syf2/Srsf10/Srpk2/Hspa8/Rbm5/Srpk3	25	AbstinencevsMaintenance
GO:00003771	BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	25/530	270/21359	1.85408613883586e-08	1.64976584633615e-05	1.39271144070871e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Ddx41/Hnrnpk/Acin1/Srsf3/U2af1/Hnrnpm/Cdc5l/Usp49/Rbm17/Fxr1/Mbnl1/Larp7/Sf3a3/Thrap3/Syf2/Srsf10/Srpk2/Hspa8/Rbm5/Srpk3	25	AbstinencevsMaintenance
GO:00003981	BP	GO:0000398	mRNA splicing, via spliceosome	25/530	270/21359	1.85408613883586e-08	1.64976584633615e-05	1.39271144070871e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Ddx41/Hnrnpk/Acin1/Srsf3/U2af1/Hnrnpm/Cdc5l/Usp49/Rbm17/Fxr1/Mbnl1/Larp7/Sf3a3/Thrap3/Syf2/Srsf10/Srpk2/Hspa8/Rbm5/Srpk3	25	AbstinencevsMaintenance
GO:00069861	BP	GO:0006986	response to unfolded protein	16/530	114/21359	2.26458296252216e-08	1.67918826671018e-05	1.41754947548755e-05	Hspd1/Rhbdd1/Ubxn4/Ddit3/Xbp1/Dnajb9/Hsf1/Hspa5/Dnajc10/Bax/Ppp1r15a/Ccnd1/Herpud1/Abcb10/Hspa8/Manf	16	AbstinencevsMaintenance
GO:00610772	BP	GO:0061077	chaperone-mediated protein folding	12/530	63/21359	4.06413963842394e-08	2.43570859374931e-05	2.05619435769068e-05	Cct4/Cct5/Cct8/Tcp1/Fkbp5/Hspa5/Cct3/Dnajb6/Cct7/Fkbp4/Chordc1/Hspa8	12	AbstinencevsMaintenance
GO:19048511	BP	GO:1904851	positive regulation of establishment of protein localization to telomere	6/530	10/21359	4.37978618790615e-08	2.43570859374931e-05	2.05619435769068e-05	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:00725941	BP	GO:0072594	establishment of protein localization to organelle	31/530	416/21359	6.15327967881008e-08	3.04177125455845e-05	2.56782478292332e-05	Hspd1/Tpr/Pex3/Pttg1ip/Ap3d1/Ddit3/Xbp1/Cct4/Rpain/Akap1/Srp68/Psen1/Ipo4/Nipbl/Cct5/Cct8/Tcp1/Hsp90ab1/Pik3c3/Nolc1/Hspa5/Pkig/Sec62/Fbxw7/Cct3/Cct7/Nup62/Bax/Vps37a/Herpud1/Hspa8	31	AbstinencevsMaintenance
GO:00510541	BP	GO:0051054	positive regulation of DNA metabolic process	26/530	314/21359	9.31137505353651e-08	3.815295041091e-05	3.22082377035944e-05	Cacybp/Eya4/Pkib/Cct4/Ube2b/Ctc1/Smarce1/Pnp/Cct5/Myc/Hsf1/Cct8/Tcp1/Hsp90ab1/Msh2/Cct3/Pogz/Nbn/Anxa3/Trrap/Cct7/Tigar/Ercc1/Bax/Fus/Brd7	26	AbstinencevsMaintenance
GO:00702031	BP	GO:0070203	regulation of establishment of protein localization to telomere	6/530	11/21359	9.43318621083412e-08	3.815295041091e-05	3.22082377035944e-05	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:00083801	BP	GO:0008380	RNA splicing	30/530	406/21359	1.2112761662081e-07	4.38394288138171e-05	3.70086907779866e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Ddx41/Hnrnpk/Acin1/Ccar2/Srsf3/U2af1/Hnrnpm/Cdc5l/Usp49/Rbm17/Fxr1/Mbnl1/Larp7/Sf3a3/Thrap3/Syf2/Srsf10/Srpk2/Trrap/Sgf29/Fus/Hspa8/Rbm5/Srpk3/Nono	30	AbstinencevsMaintenance
GO:0097193	BP	GO:0097193	intrinsic apoptotic signaling pathway	25/530	298/21359	1.28099027776944e-07	4.38394288138171e-05	3.70086907779866e-05	Bclaf1/Pttg1ip/Ddit3/Xbp1/Ubb/Hnrnpk/Pnp/Ccar2/Myc/Ppm1f/Ralbp1/Msh2/Tmem109/Pdk1/Dnajc10/Fbxw7/Nbn/Eno1/Cycs/Arl6ip5/Plekhf1/Bax/Bnip3/Herpud1/Nono	25	AbstinencevsMaintenance
GO:00434841	BP	GO:0043484	regulation of RNA splicing	19/530	183/21359	1.60737908224211e-07	5.10802109778225e-05	4.31212674093222e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Hnrnpk/Acin1/Srsf3/Rbm17/Fxr1/Mbnl1/Larp7/Thrap3/Srsf10/Trrap/Sgf29/Fus/Hspa8/Rbm5	19	AbstinencevsMaintenance
GO:00702021	BP	GO:0070202	regulation of establishment of protein localization to chromosome	6/530	12/21359	1.84703483404011e-07	5.15239806058383e-05	4.34958921109726e-05	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:00506841	BP	GO:0050684	regulation of mRNA processing	17/530	149/21359	1.85296401369614e-07	5.15239806058383e-05	4.34958921109726e-05	Ptbp1/Cirbp/Zc3h10/Nsrp1/Hnrnpk/Acin1/Hsf1/Srsf3/Fxr1/Mbnl1/Larp7/Thrap3/Srsf10/Srpk2/Hspa8/Rbm5/Srpk3	17	AbstinencevsMaintenance
GO:00346201	BP	GO:0034620	cellular response to unfolded protein	13/530	87/21359	2.23561231490215e-07	5.85072893470569e-05	4.93911129385194e-05	Hspd1/Rhbdd1/Ddit3/Xbp1/Hsf1/Hspa5/Dnajc10/Bax/Ppp1r15a/Ccnd1/Herpud1/Abcb10/Hspa8	13	AbstinencevsMaintenance
GO:00359661	BP	GO:0035966	response to topologically incorrect protein	16/530	135/21359	2.50922248257864e-07	6.2019615694402e-05	5.23561743733367e-05	Hspd1/Rhbdd1/Ubxn4/Ddit3/Xbp1/Dnajb9/Hsf1/Hspa5/Dnajc10/Bax/Ppp1r15a/Ccnd1/Herpud1/Abcb10/Hspa8/Manf	16	AbstinencevsMaintenance
GO:19048161	BP	GO:1904816	positive regulation of protein localization to chromosome, telomeric region	6/530	13/21359	3.35823408203592e-07	7.86357022683042e-05	6.63832642919898e-05	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:19048141	BP	GO:1904814	regulation of protein localization to chromosome, telomeric region	6/530	14/21359	5.75365055141541e-07	0.000127989956516236	0.000108047500881317	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:00480241	BP	GO:0048024	regulation of mRNA splicing, via spliceosome	14/530	112/21359	7.32917864824145e-07	0.000155273884790601	0.000131080247703887	Ptbp1/Cirbp/Zc3h10/Nsrp1/Hnrnpk/Acin1/Srsf3/Fxr1/Mbnl1/Larp7/Thrap3/Srsf10/Hspa8/Rbm5	14	AbstinencevsMaintenance
GO:00709971	BP	GO:0070997	neuron death	30/530	445/21359	8.52278076786899e-07	0.00017235387107386	0.000145498955884003	Hspd1/Ddit3/Ubb/Sarm1/Ccl12/Ccl3/Snx6/Psen1/Kcnma1/Parp2/Hsf1/Abcc1/Tnfrsf21/Hsp90ab1/Ralbp1/Msh2/Kcnip3/Kcnb1/Fbxw7/Srpk2/Arl6ip5/Tigar/C5ar1/Apoe/Bax/Picalm/Bnip3/Ccnd1/Aars/Nono	30	AbstinencevsMaintenance
GO:00063971	BP	GO:0006397	mRNA processing	30/530	452/21359	1.17688705487732e-06	0.000227650891615182	0.00019218000054015	Ptbp1/Cirbp/Zc3h10/Nsrp1/Srsf5/Ddx41/Hnrnpk/Acin1/Pabpn1/Ccar2/Hsf1/Srsf3/U2af1/Akap8l/Hnrnpm/Cdc5l/Usp49/Rbm17/Fxr1/Mbnl1/Larp7/Sf3a3/Thrap3/Syf2/Srsf10/Srpk2/Hspa8/Rbm5/Srpk3/Nono	30	AbstinencevsMaintenance
GO:00701991	BP	GO:0070199	establishment of protein localization to chromosome	7/530	25/21359	1.81542521203922e-06	0.00033653444868177	0.000284098120901576	Cct4/Nipbl/Cct5/Cct8/Tcp1/Cct3/Cct7	7	AbstinencevsMaintenance
GO:00022211	BP	GO:0002221	pattern recognition receptor signaling pathway	17/530	176/21359	1.97294183874962e-06	0.000349232587215646	0.000294817728687801	Hspd1/Havcr2/Gps2/Sarm1/Lgals9/Nr1d1/Cd300a/Sec14l1/Pum2/Cd180/Nfkbil1/Cd14/Slc15a3/Tifa/Zc3hav1/Tlr13/Tlr7	17	AbstinencevsMaintenance
GO:0009314	BP	GO:0009314	response to radiation	28/530	416/21359	2.04091869355064e-06	0.000349232587215646	0.000294817728687801	Rhbdd1/Nucks1/Cirbp/Ube2b/Rpain/Zzef1/Pnp/Ccar2/Nipbl/Slc1a3/Myc/Hsf1/Pde1b/Crebbp/Guca1a/Msh2/Synpo/Tmem109/Cat/Fbxw7/Per3/Tigar/Ercc1/Bax/Ccnd1/Fbxl12/Usp2/Kmt2a	28	AbstinencevsMaintenance
GO:0035967	BP	GO:0035967	cellular response to topologically incorrect protein	13/530	106/21359	2.26405051610796e-06	0.00036566737255329	0.000308691766398159	Hspd1/Rhbdd1/Ddit3/Xbp1/Hsf1/Hspa5/Dnajc10/Bax/Ppp1r15a/Ccnd1/Herpud1/Abcb10/Hspa8	13	AbstinencevsMaintenance
GO:19033111	BP	GO:1903311	regulation of mRNA metabolic process	23/530	303/21359	2.30134556787865e-06	0.00036566737255329	0.000308691766398159	Traf5/Ptbp1/Cirbp/Zc3h10/Nsrp1/Pum2/Hnrnpk/Ttc5/Acin1/Hsf1/Srsf3/Hnrnpm/Fxr1/Mbnl1/Larp7/Thrap3/Srsf10/Srpk2/Zc3hav1/Fus/Hspa8/Rbm5/Srpk3	23	AbstinencevsMaintenance
GO:19012141	BP	GO:1901214	regulation of neuron death	27/530	396/21359	2.43777700099582e-06	0.000373988616463117	0.000315716455156192	Hspd1/Ddit3/Ubb/Sarm1/Ccl12/Ccl3/Snx6/Psen1/Kcnma1/Parp2/Hsf1/Abcc1/Hsp90ab1/Ralbp1/Msh2/Kcnip3/Kcnb1/Fbxw7/Srpk2/Tigar/C5ar1/Apoe/Bax/Picalm/Ccnd1/Aars/Nono	27	AbstinencevsMaintenance
GO:1903131	BP	GO:1903131	mononuclear cell differentiation	31/530	499/21359	3.10347238648552e-06	0.000460244954915802	0.000388532964034397	Dock10/Slamf9/Itpkb/Lilrb4a/Ap3d1/Xbp1/Ncor1/Gps2/Lgals9/Smarce1/Dnajb9/Psen1/Cd83/Gadd45g/Zmiz1/Pnp/Gmpr2/Myc/Lgals1/Tnfsf9/Msh2/Zeb1/Fzd8/Il6ra/Ifnb1/Relb/Il4i1/Bax/Brd7/Irf2bp2/Sash3	31	AbstinencevsMaintenance
GO:00702001	BP	GO:0070200	establishment of protein localization to telomere	6/530	18/21359	3.26796164994734e-06	0.000469005205826313	0.000395928256944384	Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	6	AbstinencevsMaintenance
GO:0010563	BP	GO:0010563	negative regulation of phosphorus metabolic process	28/530	440/21359	5.94701589926277e-06	0.000801765870782426	0.000676840597402538	Pid1/Mical1/Lilrb4a/Pkib/Dusp6/Xbp1/Ncor1/Akap1/Cd300a/Prpsap1/Psen1/Gadd45g/Sema4d/Ppm1f/Entpd1/Dnajc10/Pkig/Bod1l/Coro1c/Tigar/Apoe/Ceacam1/Nup62/Bax/Ppp1r15a/Slc27a1/Chordc1/Ubash3b	28	AbstinencevsMaintenance
GO:0045936	BP	GO:0045936	negative regulation of phosphate metabolic process	28/530	440/21359	5.94701589926277e-06	0.000801765870782426	0.000676840597402538	Pid1/Mical1/Lilrb4a/Pkib/Dusp6/Xbp1/Ncor1/Akap1/Cd300a/Prpsap1/Psen1/Gadd45g/Sema4d/Ppm1f/Entpd1/Dnajc10/Pkig/Bod1l/Coro1c/Tigar/Apoe/Ceacam1/Nup62/Bax/Ppp1r15a/Slc27a1/Chordc1/Ubash3b	28	AbstinencevsMaintenance
GO:00514021	BP	GO:0051402	neuron apoptotic process	23/530	326/21359	7.76731480415075e-06	0.00101637598716667	0.000858011740594733	Hspd1/Ddit3/Sarm1/Ccl12/Ccl3/Snx6/Psen1/Kcnma1/Tnfrsf21/Hsp90ab1/Ralbp1/Msh2/Kcnip3/Kcnb1/Fbxw7/Srpk2/C5ar1/Apoe/Bax/Bnip3/Ccnd1/Aars/Nono	23	AbstinencevsMaintenance
GO:0045582	BP	GO:0045582	positive regulation of T cell differentiation	13/530	121/21359	9.95725900248166e-06	0.0012657098657726	0.00106849624423623	Itpkb/Lilrb4a/Ap3d1/Xbp1/Lgals9/Smarce1/Cd83/Zmiz1/Pnp/Tnfsf9/Il4i1/Brd7/Sash3	13	AbstinencevsMaintenance
GO:0007623	BP	GO:0007623	circadian rhythm	18/530	220/21359	1.04063768631409e-05	0.00128605474066983	0.00108567113004932	Ncor1/Nr1d1/Naglu/Nr1d2/Kcnma1/Ccar2/Mycbp2/Nrip1/Fbxw7/Ciart/Thrap3/Per3/Relb/Dbp/Fbxl12/Usp2/Kmt2a/Nono	18	AbstinencevsMaintenance
GO:19019981	BP	GO:1901998	toxin transport	8/530	44/21359	1.10054690217264e-05	0.00132333328858543	0.0011171412082367	Cct4/Cct5/Cct8/Tcp1/Hspa5/Cct3/Cct7/Bnip3	8	AbstinencevsMaintenance
GO:00435231	BP	GO:0043523	regulation of neuron apoptotic process	21/530	288/21359	1.16718357674376e-05	0.00133819368212309	0.00112968616432201	Hspd1/Ddit3/Sarm1/Ccl12/Ccl3/Snx6/Psen1/Kcnma1/Hsp90ab1/Ralbp1/Msh2/Kcnip3/Kcnb1/Fbxw7/Srpk2/C5ar1/Apoe/Bax/Ccnd1/Aars/Nono	21	AbstinencevsMaintenance
GO:00062781	BP	GO:0006278	RNA-templated DNA biosynthetic process	9/530	58/21359	1.20314109428914e-05	0.00133819368212309	0.00112968616432201	Pkib/Cct4/Ctc1/Cct5/Cct8/Tcp1/Hsp90ab1/Cct3/Cct7	9	AbstinencevsMaintenance
GO:00070041	BP	GO:0007004	telomere maintenance via telomerase	9/530	58/21359	1.20314109428914e-05	0.00133819368212309	0.00112968616432201	Pkib/Cct4/Ctc1/Cct5/Cct8/Tcp1/Hsp90ab1/Cct3/Cct7	9	AbstinencevsMaintenance
GO:00322121	BP	GO:0032212	positive regulation of telomere maintenance via telomerase	7/530	33/21359	1.35828773525655e-05	0.00147390783759912	0.00124425433617339	Pkib/Cct4/Cct5/Cct8/Tcp1/Cct3/Cct7	7	AbstinencevsMaintenance
GO:0032640	BP	GO:0032640	tumor necrosis factor production	16/530	186/21359	1.72169563846483e-05	0.00179453316616645	0.00151492217929089	Hspd1/Fcgr3/Slamf9/Ifngr1/Lilrb4a/Havcr2/Lgals9/Ccl3/Psen1/Hsf1/Nfkbil1/Cd14/Clec4a3/Clec4a2/Cd33/Sash3	16	AbstinencevsMaintenance
GO:00322041	BP	GO:0032204	regulation of telomere maintenance	11/530	92/21359	1.73443304439554e-05	0.00179453316616645	0.00151492217929089	Pkib/Cct4/Ctc1/Cct5/Myc/Cct8/Tcp1/Cct3/Nbn/Cct7/Ercc1	11	AbstinencevsMaintenance
GO:00322101	BP	GO:0032210	regulation of telomere maintenance via telomerase	8/530	47/21359	1.82925279558202e-05	0.00184962401989646	0.00156142918053508	Pkib/Cct4/Ctc1/Cct5/Cct8/Tcp1/Cct3/Cct7	8	AbstinencevsMaintenance
GO:00512761	BP	GO:0051276	chromosome organization	29/530	495/21359	1.94503166934883e-05	0.00190034886030736	0.00160425044861096	Tpr/Pkib/Morc2a/Cct4/Ube2b/Ctc1/Smarce1/H3f3b/Pum2/Acin1/Nipbl/Cct5/Myc/Cct8/Tcp1/Akap8l/Hsp90ab1/Msh2/Eml3/Smc3/Tcf7l2/Fbxw7/Cct3/Pogz/Nbn/Cct7/Ercc1/Nup62/Brd7	29	AbstinencevsMaintenance
GO:0032609	BP	GO:0032609	interferon-gamma production	13/530	129/21359	1.99541839320133e-05	0.00190034886030736	0.00160425044861096	Il1rl1/Hspd1/Lilrb4a/Ddit3/Havcr2/Lgals9/Gadd45g/Tnfsf9/Cd14/Rnf19b/Cd276/Sash3/Tlr7	13	AbstinencevsMaintenance
GO:0007159	BP	GO:0007159	leukocyte cell-cell adhesion	25/530	395/21359	2.0453788167612e-05	0.00190034886030736	0.00160425044861096	Hspd1/Itpkb/Lilrb4a/Ap3d1/Xbp1/Havcr2/Lgals9/Smarce1/Cd300a/Cd83/Sema4d/Zmiz1/Pnp/Lgals1/Itgb7/Tnfrsf21/Tnfsf9/Ifnb1/Selplg/Slc7a1/Ceacam1/Il4i1/Brd7/Cd276/Sash3	25	AbstinencevsMaintenance
GO:00316472	BP	GO:0031647	regulation of protein stability	21/530	299/21359	2.05027523701401e-05	0.00190034886030736	0.00160425044861096	Hspd1/Xbp1/Cct4/Ube2b/Ncor1/Nr1d1/Ccar2/Cct5/Crebbp/Cct8/Tcp1/Hsp90ab1/B4galt5/Fbxw7/Cct3/Usp33/Per3/Hps4/Cct7/Hspa8/Usp2	21	AbstinencevsMaintenance
GO:0071706	BP	GO:0071706	tumor necrosis factor superfamily cytokine production	16/530	189/21359	2.10024679237994e-05	0.00190693836312212	0.00160981322346115	Hspd1/Fcgr3/Slamf9/Ifngr1/Lilrb4a/Havcr2/Lgals9/Ccl3/Psen1/Hsf1/Nfkbil1/Cd14/Clec4a3/Clec4a2/Cd33/Sash3	16	AbstinencevsMaintenance
GO:2001242	BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	15/530	171/21359	2.49371923577146e-05	0.00217848566598007	0.00183905001862439	Bclaf1/Pttg1ip/Ddit3/Xbp1/Ubb/Hnrnpk/Ccar2/Myc/Ralbp1/Fbxw7/Eno1/Plekhf1/Bax/Herpud1/Nono	15	AbstinencevsMaintenance
GO:00485111	BP	GO:0048511	rhythmic process	21/530	303/21359	2.49725261777891e-05	0.00217848566598007	0.00183905001862439	Ncor1/Hlf/Nr1d1/Naglu/Nr1d2/Kcnma1/Ccar2/Mycbp2/Crebbp/Nrip1/Fbxw7/Ciart/Thrap3/Per3/Afp/Relb/Dbp/Fbxl12/Usp2/Kmt2a/Nono	21	AbstinencevsMaintenance
GO:0050870	BP	GO:0050870	positive regulation of T cell activation	18/530	236/21359	2.68704737047055e-05	0.00229897572138913	0.0019407661979431	Hspd1/Itpkb/Lilrb4a/Ap3d1/Xbp1/Havcr2/Lgals9/Smarce1/Cd83/Zmiz1/Pnp/Lgals1/Tnfsf9/Slc7a1/Il4i1/Brd7/Cd276/Sash3	18	AbstinencevsMaintenance
