	SAL01	SAL02	SAL03	SAL04	SAL07	MN01	MN02	MN03	MN04	MN05	ABS01	ABS02	ABS03	ABS04	ABS05	ABS06	ABS07
Tmem237|Tmem237	1690	1524	1785	1407	1907	2333	1844	2104	1864	2446	1486	2757	1543	2038	2374	3079	2361
Fzd7|Fzd7	706	289	460	401	1244	692	326	456	186	383	510	512	205	310	628	400	698
Cdk15|Cdk15	12	0	6	7	0	12	0	0	24	0	14	0	0	8	0	0	0
Gm973|Gm973	62	14	81	0	0	0	59	0	60	0	361	0	199	18	0	131	52
Gm39649|Gm39649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28411|Gm28411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39648|Gm39648	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0
Gm33833|Gm33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp4|Mpp4	0	0	0	0	0	13	3	0	0	0	0	18	0	0	0	0	0
Als2|Als2	667	367	721	514	1292	798	551	1072	690	960	817	1042	865	527	1080	1181	909
Trak2|Trak2	1321	895	1451	1263	2644	858	1129	1551	1087	1949	1384	1370	954	1555	1474	1831	2086
Als2cr11b|Als2cr11b	9	0	0	4	0	14	0	0	28	0	23	29	0	0	29	24	0
Stradb|Stradb	3914	2674	3269	2239	3090	4012	2747	4211	2170	3997	2709	3181	3085	3763	5722	3595	3579
Snord70|Snord70	0	0	0	2	6	3	0	0	0	0	0	0	0	2	0	1	0
Snord11|Snord11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nop58|Nop58	3069	1785	2818	2205	2868	2530	2263	3497	2213	2948	2907	3559	3119	2984	2227	2326	2854
Sumo1|Sumo1	10511	7327	9519	6889	10931	11040	7570	11458	10341	12310	7704	12486	9719	10161	10861	9997	10470
Cflar|Cflar	11702	7741	11159	8035	13898	10680	9737	14807	8981	12955	13343	14130	11588	11590	12926	14296	14189
Gm39646|Gm39646	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Casp8|Casp8	19413	16223	17796	13313	20897	17565	14671	24586	15427	23280	18690	23564	17703	19167	20163	21643	21416
Bmpr2|Bmpr2	5645	4017	4763	3248	4695	5149	4169	8116	6138	6302	6635	5607	4705	4924	4651	6223	5608
Ica1l|Ica1l	0	28	75	25	0	161	48	93	71	0	23	15	39	44	39	46	82
Fam117b|Fam117b	3551	2099	2842	2037	3380	2265	1670	4122	1862	3188	2946	4004	3228	3267	4537	3134	3345
Wdr12|Wdr12	1881	1322	1987	1442	2081	2258	1761	3286	1855	3329	2137	3190	2772	2110	3079	2565	2262
Carf|Carf	838	591	625	383	1032	812	483	1048	787	408	888	684	482	897	1189	1254	1078
Nbeal1|Nbeal1	1046	890	1190	762	1272	1315	712	1249	577	1426	2250	1680	934	1083	1420	1179	1492
Cyp20a1|Cyp20a1	3700	2127	3291	2736	4291	3965	2812	4175	2304	5102	3396	5186	3361	2996	4030	4515	4056
Gm11578|Gm11578	4	0	0	0	0	6	0	0	0	0	4	10	0	0	0	12	5
Cd28|Cd28	163	87	34	123	142	169	63	114	221	122	92	181	74	144	0	83	247
Gm38137|Gm38137	77	122	100	49	146	80	0	112	51	0	59	226	54	106	78	109	0
Gm39650|Gm39650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Icos|Icos	87	25	75	58	156	3	95	100	60	129	164	26	230	15	110	227	79
Abi2|Abi2	2460	2090	2284	1796	3131	3328	2202	3691	3534	3692	3643	3833	2781	3413	4916	3386	3651
Raph1|Raph1	146	58	118	42	74	206	85	420	40	109	117	247	83	89	80	187	241
LOC102637269|LOC102637269	0	4	2	0	0	0	0	0	6	0	0	0	4	2	0	0	3
Nrp2|Nrp2	871	714	860	729	991	813	829	1590	763	1210	682	767	855	661	802	882	1083
4930487H11Rik|4930487H11Rik	0	0	0	7	0	0	0	0	0	0	0	0	7	0	5	3	0
Gm29083|Gm29083	92	57	80	72	602	6	151	224	16	102	231	121	43	123	149	0	256
Pard3b|Pard3b	309	225	358	164	457	112	141	149	168	178	226	405	312	150	537	303	447
Pard3bos1|Pard3bos1	35	11	7	4	0	0	29	73	0	0	16	84	7	0	122	33	0
Pard3bos2|Pard3bos2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34881|Gm34881	0	0	0	0	0	0	0	0	9	5	0	0	0	21	0	3	0
Mdh1b|Mdh1b	42	21	95	0	0	0	0	0	118	0	152	86	0	50	0	0	0
Fastkd2|Fastkd2	2304	1437	2032	1317	2212	2019	1738	3268	1861	3479	2190	2401	2408	1782	2429	2407	3218
Adam23|Adam23	30	37	61	15	53	0	21	68	57	0	96	42	51	45	124	0	193
Gm35803|Gm35803	0	3	10	0	0	0	0	0	16	0	19	0	0	12	0	0	19
Ino80d|Ino80d	1008	818	951	897	1634	959	1161	1708	344	948	862	629	775	1120	1315	778	864
Ndufs1|Ndufs1	5131	3368	4702	2908	5035	4063	2907	6760	5614	6544	4900	7981	4701	4939	5671	7059	6040
Ino80dos|Ino80dos	219	81	110	81	196	123	153	218	119	172	421	139	94	141	154	105	200
Eef1b2|Eef1b2	8645	5477	7788	4882	8288	6189	5152	7899	4790	7996	5327	11086	7145	7885	5953	9012	8524
Snora41|Snora41	1	5	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0
Mir6899|Mir6899	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
Gm35880|Gm35880	0	0	0	0	0	0	0	9	0	0	0	0	0	7	0	0	0
Klf7|Klf7	4911	2900	3729	3122	4747	4035	2929	5916	3403	3847	6601	3881	2912	3089	3599	5016	3584
Fzd5|Fzd5	75	61	42	46	35	104	133	59	214	81	138	135	182	175	335	274	384
Ccnyl1|Ccnyl1	21	51	111	25	13	121	49	215	26	235	66	58	116	70	57	107	162
D630023F18Rik|D630023F18Rik	0	41	12	14	57	68	11	0	0	53	0	10	0	0	0	34	37
Gm36358|Gm36358	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Plekhm3|Plekhm3	1219	1536	1675	1308	1466	1262	867	2761	1249	2425	1809	1939	1519	1976	1234	2221	1536
Creb1|Creb1	5335	4177	5879	4529	7639	6023	4309	8417	4936	7843	5807	9330	5929	5586	10140	7479	6833
Mettl21a|Mettl21a	2928	2292	2472	1801	2385	2709	2085	3218	1973	3142	2334	3108	2348	2705	2870	3461	3562
Idh1|Idh1	6176	4476	5103	4256	7195	6141	5316	6933	5774	7045	8092	7563	5498	5425	7916	7012	6636
Pikfyve|Pikfyve	1260	678	879	723	819	1236	737	1077	891	925	1179	1008	912	687	1542	1317	1372
Map2|Map2	222	155	200	240	509	1087	1025	788	1052	129	1103	646	740	247	588	1124	1293
Acadl|Acadl	2056	1437	2104	1710	3197	2198	2181	2793	1168	2820	1631	3331	1909	2561	2293	2929	2963
Lancl1|Lancl1	1717	1245	1619	1370	1749	1832	1789	2467	1410	1895	1279	2655	1720	2150	2229	2920	2386
Bard1|Bard1	26	79	25	0	24	49	109	7	0	37	22	0	10	11	22	32	23
Rpe|Rpe	3918	2706	3574	2629	3915	4001	3110	4132	3572	5304	3654	6773	4118	4920	5100	4764	4554
Kansl1l|Kansl1l	895	444	592	595	826	720	677	1298	739	1233	1471	1236	769	687	1300	1354	1217
LOC108167626|LOC108167626	138	58	99	51	84	152	134	71	153	179	407	174	117	120	618	73	97
Gm39656|Gm39656	231	59	107	128	31	155	175	301	265	106	215	259	245	151	281	120	158
Ikzf2|Ikzf2	452	528	526	538	188	632	989	960	842	274	1128	796	860	764	399	753	508
Atic|Atic	2249	1233	1564	1431	1657	1331	1087	1847	929	1260	1255	1809	1758	2095	2086	2712	1950
Mreg|Mreg	9	0	6	0	0	0	0	0	0	0	0	15	6	28	0	39	0
Spag16|Spag16	69	7	78	7	0	0	16	0	113	0	493	81	18	0	0	53	0
Fn1|Fn1	480	469	644	714	1143	1143	236	674	1251	1060	1668	833	327	400	1408	581	1325
D230017M19Rik|D230017M19Rik	351	190	309	186	348	234	94	174	220	265	216	425	660	199	271	198	432
Pecr|Pecr	5186	3184	3900	2690	4870	3009	2536	5104	3047	5473	2872	6013	4417	4326	4034	4734	5380
March4|March4	22	10	18	0	0	0	0	0	0	0	0	0	0	35	0	0	0
Xrcc5|Xrcc5	1817	1523	1942	1174	1661	1467	1183	2648	1306	1996	1325	2127	2462	2188	2367	2115	2310
Smarcal1|Smarcal1	1416	910	1134	1270	1013	1535	984	2454	1616	1832	1401	1758	1592	1271	1780	1674	2037
Igfbp2|Igfbp2	163	21	57	90	984	318	284	0	93	87	487	430	294	101	707	847	544
Igfbp5|Igfbp5	176	26	105	46	235	162	127	125	217	276	310	40	180	149	188	364	236
Gm31047|Gm31047	0	0	0	0	9	7	35	0	0	0	3	0	0	0	0	0	0
Gm31137|Gm31137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37a|Rpl37a	18595	10635	15697	10168	15369	13440	10138	16224	9381	13831	9779	25631	15770	14629	8682	16852	14979
Cxcr2|Cxcr2	114	325	155	543	295	192	235	1310	204	842	360	607	88	293	278	695	811
Cxcr1|Cxcr1	0	0	0	0	44	0	0	0	0	0	55	0	0	0	0	0	0
Tns1|Tns1	2994	1967	2441	2240	4215	3583	1860	4106	2834	2306	3626	2966	2998	3367	3258	3684	4820
Gm39664|Gm39664	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4
Gm31637|Gm31637	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Catip|Catip	404	346	380	272	519	419	519	617	266	350	453	405	358	416	523	288	449
Arpc2|Arpc2	58631	39838	51366	39323	55663	44432	36032	62582	37950	58685	47657	64415	53377	56316	54824	61394	61484
Aamp|Aamp	27770	18987	23455	17785	28518	22287	16882	30319	20423	30164	22654	28423	23582	22457	28308	29761	28700
LOC108167628|LOC108167628	0	0	7	3	6	0	0	0	5	19	0	4	11	0	13	0	0
Pnkd|Pnkd	1913	1336	1747	1508	1906	2049	1390	2199	1681	2181	1688	2533	2045	1877	2285	2969	2311
Gpbar1|Gpbar1	24	13	19	6	39	0	5	0	56	41	36	47	0	59	0	0	0
Tmbim1|Tmbim1	3463	3046	3942	2588	3870	3888	2927	5405	2779	5101	2959	5426	4078	4342	4744	6055	5822
Ctdsp1|Ctdsp1	1377	768	1282	962	1343	1291	972	1414	857	1141	1133	1549	1070	1101	2115	1247	1198
Mir26b|Mir26b	1	1	1	1	1	2	1	0	0	1	1	2	0	1	1	3	2
Slc11a1|Slc11a1	19256	13539	17052	13378	15745	13636	9914	17081	9406	18780	13599	19309	16374	17953	16019	21713	17605
Stk36|Stk36	0	18	24	9	173	0	28	0	34	0	38	28	76	49	10	62	27
Rnf25|Rnf25	1357	1346	1292	865	1338	1254	1262	2085	1498	2174	848	1063	1228	1142	1745	1449	2014
Ttll4|Ttll4	490	251	337	198	330	157	244	491	538	236	343	463	518	435	365	382	497
Usp37|Usp37	4937	3657	4524	4570	6042	5377	4699	7645	6045	7728	4827	5053	6272	6236	9310	5434	6799
Cnot9|Cnot9	4711	3408	4206	3424	4258	3913	3021	4926	3535	4597	5142	4739	4723	4692	4816	4234	5431
Plcd4|Plcd4	0	28	65	99	98	181	87	13	413	30	477	58	39	85	662	201	167
Zfp142|Zfp142	229	84	171	169	91	436	20	385	185	24	173	216	89	175	297	351	317
Vil1|Vil1	16	12	101	51	0	57	8	54	0	49	16	0	147	25	521	33	233
Bcs1l|Bcs1l	1014	836	948	707	1191	860	478	1887	1142	1496	678	1379	1534	706	1313	1564	1266
Gm16582|Gm16582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk5r2|Cdk5r2	0	18	4	19	0	0	5	14	0	0	44	3	2	9	0	2	16
Cyp27a1|Cyp27a1	1815	1851	1883	1598	2131	1788	1813	2448	1396	2644	1847	2610	1677	2058	2525	2422	1840
Ccdc108|Ccdc108	116	0	0	0	0	0	0	0	88	0	145	13	0	0	0	0	0
Nhej1|Nhej1	142	85	89	151	115	142	104	40	89	220	286	274	228	109	258	202	218
Abcb6|Abcb6	1478	898	1278	1185	572	498	633	816	469	397	896	1512	1388	1284	1277	1995	1651
Zfand2b|Zfand2b	1483	1020	1306	1102	1925	1476	1293	1855	1399	1534	1202	1577	1439	1236	1748	1659	1635
Slc23a3|Slc23a3	34	11	25	4	33	0	12	23	0	0	22	16	42	5	0	12	0
Fam134a|Fam134a	1317	1149	1294	939	1080	1359	977	919	530	1213	987	1133	784	1387	702	1819	850
Cnppd1|Cnppd1	6875	5045	6451	5744	7069	6560	5032	7684	5005	9121	5168	7538	7400	6769	7399	7618	7524
Ptprn|Ptprn	40	35	27	26	34	87	109	44	127	191	71	24	100	149	255	83	309
Dnajb2|Dnajb2	1299	1220	1237	1405	1601	2164	1488	2349	1537	2190	1778	2067	1636	1533	1683	3032	2107
Atg9a|Atg9a	401	203	337	499	345	304	132	155	141	470	91	393	400	638	422	843	554
Glb1l|Glb1l	753	375	667	601	1202	579	816	954	504	718	662	1202	632	768	715	664	1006
Tuba4a|Tuba4a	475	294	391	225	1033	395	409	841	566	524	758	815	567	476	403	792	535
Ankzf1|Ankzf1	1089	613	814	622	1369	1022	1201	1472	810	869	1147	528	445	1045	844	813	472
Stk16|Stk16	1555	990	1432	834	942	1572	1244	1326	854	2194	1378	1853	1344	1355	909	1540	2037
Gm15179|Gm15179	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	5
Des|Des	49	32	73	36	276	112	26	0	172	284	249	101	180	0	0	52	228
Speg|Speg	1388	1106	1347	1165	2297	1074	668	1476	833	2022	1215	1656	1234	1423	1902	1486	1425
Dnpep|Dnpep	4092	2627	3321	2848	4948	3070	2977	4103	2929	3181	4004	4400	3024	3000	3450	4404	3765
Obsl1|Obsl1	0	11	17	6	0	0	0	0	0	0	0	50	0	0	0	0	0
Tmem198|Tmem198	0	8	19	36	0	0	0	0	39	0	52	0	22	31	0	82	13
Slc4a3|Slc4a3	10	0	31	0	0	0	73	0	107	45	0	55	35	0	327	0	0
Stk11ip|Stk11ip	965	835	995	1037	679	526	723	1064	583	1104	641	1705	789	1571	1784	2101	1573
Gmppa|Gmppa	2704	1981	2036	2247	2233	2125	1791	3170	1604	3594	2657	3662	2304	2858	3473	4031	3682
Epha4|Epha4	151	50	91	124	158	417	130	133	470	59	169	232	161	174	423	374	392
Mir6352|Mir6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg2|Scg2	42	33	40	5	61	297	19	0	353	0	102	27	49	153	360	176	294
Utp14b|Utp14b	20	20	15	2	190	0	56	49	1	128	9	0	6	137	0	177	0
Acsl3|Acsl3	932	755	1085	821	1717	1242	1245	1627	1336	824	1662	927	1288	1632	2574	3383	2799
Sgpp2|Sgpp2	439	362	435	544	833	437	51	700	629	272	741	888	485	196	705	1145	1327
Farsb|Farsb	3422	2320	3708	1933	3288	3537	2203	3078	2826	4106	2798	3998	3598	3039	4087	4016	3492
Wdfy1|Wdfy1	1566	899	1469	878	1653	1201	1421	1895	1135	980	1370	1554	1085	1292	2224	1331	1417
Mrpl44|Mrpl44	1836	1666	2366	1542	1454	2203	1388	2653	1488	2254	1750	2362	1989	1882	1501	1732	2062
Gm29536|Gm29536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcne4|Kcne4	323	273	315	183	319	160	79	166	281	814	267	205	224	133	185	302	787
Gm39667|Gm39667	24	0	0	0	0	0	12	0	0	0	122	0	0	36	0	18	7
Cul3|Cul3	947	452	629	383	1007	875	591	1090	1304	846	597	1222	699	869	970	790	1056
Irs1|Irs1	40	46	121	62	0	125	373	64	56	114	144	0	72	30	4	232	157
Rhbdd1|Rhbdd1	3810	3244	3548	2255	4613	2139	1083	2441	2101	4234	3012	5193	5016	4687	3810	5306	3715
LOC108167630|LOC108167630	0	0	0	0	5	0	0	0	8	0	0	7	0	4	14	0	0
Agfg1|Agfg1	761	688	763	659	1007	1048	556	783	738	816	503	1179	430	569	1056	736	1067
Slc19a3|Slc19a3	204	118	310	189	118	572	278	0	446	208	788	449	238	36	317	545	446
Daw1|Daw1	68	6	42	0	0	26	81	0	0	0	95	43	0	0	0	25	0
Col4a4|Col4a4	35	11	77	14	0	15	0	0	9	0	4	0	9	0	17	4	31
LOC105243964|LOC105243964	4	4	6	2	144	27	0	0	1	28	0	44	18	16	0	37	0
Mff|Mff	9247	6478	8439	6644	10957	8644	6416	13608	8023	11363	8429	12688	8166	8607	10038	11537	11007
Gm39668|Gm39668	27	27	64	14	0	0	50	67	25	41	0	0	9	0	0	0	18
Col4a3|Col4a3	56	12	65	15	102	0	0	203	0	0	10	0	50	38	0	68	0
Dock10|Dock10	13898	12038	12865	11072	15675	15013	11432	24014	13460	14400	14940	14111	12976	12599	13730	15440	15773
Gm39666|Gm39666	259	198	158	178	259	234	217	190	293	178	207	329	397	211	278	192	160
Serpine2|Serpine2	132270	111111	131697	98281	149590	121227	98640	181131	115411	184005	121021	168253	130060	132425	156732	150406	137641
Pid1|Pid1	5689	5337	5631	5056	8103	6271	5815	9857	5554	8471	4234	6738	4566	5479	4821	8944	5317
Mir6353|Mir6353	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Mir5126|Mir5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dner|Dner	114	23	37	81	27	208	61	346	81	0	78	227	115	81	344	491	164
A530032D15Rik|A530032D15Rik	4	0	0	0	0	0	0	7	27	0	13	0	0	24	0	7	0
Gm38510|Gm38510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC102638435|LOC102638435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7609|Gm7609	3	14	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
C130026I21Rik|C130026I21Rik	10	4	19	0	0	0	0	0	0	0	13	35	0	88	7	0	21
A530040E14Rik|A530040E14Rik	13	4	7	0	5	5	0	0	6	0	9	0	2	8	4	0	0
Gm35498|Gm35498	5	0	14	0	0	0	0	6	8	0	19	0	8	21	22	19	12
LOC101055758|LOC101055758	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	27	21
LOC105243968|LOC105243968	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm2666|Gm2666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2427|Gm2427	0	0	4	3	0	0	0	0	0	0	0	0	0	5	0	0	0
Trip12|Trip12	6095	3007	4560	3293	5964	5287	2863	6911	4950	6661	5932	5637	4147	4786	5431	4771	6699
Fbxo36|Fbxo36	554	192	310	209	440	276	338	366	408	205	516	578	214	447	400	538	548
Sp110|Sp110	3658	2064	2580	2025	2493	2559	1838	3100	2348	2760	2771	3293	2862	3108	3730	2894	3254
Sp140|Sp140	982	723	838	642	843	737	894	724	1100	1068	740	1119	1110	1151	1369	841	950
LOC102634459|LOC102634459	3	5	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0
A630001G21Rik|A630001G21Rik	1159	850	966	700	1562	638	776	1378	760	1206	1237	1344	797	1103	723	985	807
Sp100|Sp100	1892	1432	1955	1456	2763	1786	1214	1724	1400	2776	2276	2520	1388	1535	2104	2610	2205
Cab39|Cab39	4134	2571	3045	2345	5213	3305	3071	5109	2079	4366	4312	4425	3351	3795	4628	3843	4649
4933407L21Rik|4933407L21Rik	40	0	9	11	0	0	0	40	0	0	59	0	16	0	0	0	23
Spata3|Spata3	0	0	10	0	28	9	16	0	0	0	4	8	0	0	0	9	0
2810459M11Rik|2810459M11Rik	0	8	0	12	52	106	26	0	45	0	92	76	12	38	150	113	0
Gm28626|Gm28626	2	0	5	2	0	9	0	0	0	11	0	0	4	1	0	0	2
B3gnt7|B3gnt7	255	125	347	158	0	201	101	84	0	91	20	211	233	223	69	234	178
Armc9|Armc9	493	265	456	356	469	289	461	400	298	343	747	547	564	659	577	359	551
LOC108167633|LOC108167633	0	6	7	19	0	0	28	0	0	0	0	0	0	6	20	0	0
Htr2b|Htr2b	51	30	22	51	103	22	0	62	57	98	125	56	52	10	0	54	0
Psmd1|Psmd1	10395	7158	9416	7644	9789	9042	6819	13522	9463	10922	9516	11089	9270	8225	12514	11798	11462
Gm32700|Gm32700	7	11	11	17	4	0	0	0	10	0	11	19	35	0	0	6	0
Itm2c|Itm2c	84642	62741	80822	63848	80657	70319	53204	96729	59115	96929	70659	101031	84209	86063	89101	101867	96273
Ncl|Ncl	15174	8981	11835	9164	15974	13790	10685	18351	11659	17276	12480	16150	14316	13737	16038	15323	14520
Gm24148|Gm24148	3	5	0	6	12	1	0	0	0	6	0	0	5	1	0	6	10
Snord82|Snord82	5	0	0	0	2	0	0	0	0	0	0	2	0	0	0	3	0
Snora75|Snora75	1	1	2	2	7	0	0	8	0	0	4	0	5	2	0	10	0
C130036L24Rik|C130036L24Rik	47	19	10	12	18	39	42	70	9	97	58	53	51	58	0	56	24
Nppc|Nppc	16	0	9	29	0	42	83	0	12	0	161	24	22	36	0	0	34
Cops7b|Cops7b	1173	1005	1276	973	1920	1201	1104	1825	1149	1723	1115	1458	1804	1694	1779	2121	1573
Pde6d|Pde6d	3572	2840	3217	3092	2754	3721	3113	4071	2815	4339	2780	3630	2969	3078	4427	4212	4106
Gm41911|Gm41911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Efhd1|Efhd1	680	508	346	373	676	1515	1084	994	1085	790	789	762	660	620	1996	1559	1538
Eif4e2|Eif4e2	4839	3087	4035	2730	4391	3753	2645	5257	3288	5510	4170	5427	4230	4405	4145	4867	4654
Neu2|Neu2	57	11	19	15	112	0	0	0	69	73	88	56	0	52	0	70	25
Dis3l2|Dis3l2	1280	808	1350	1302	1651	1373	555	1430	937	1175	1600	1320	1436	1574	1155	1553	1784
Gm41909|Gm41909	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
Ptma|Ptma	37204	22360	30813	20647	41244	32569	26128	42118	28842	36768	29748	44480	31293	32095	30216	39089	35881
LOC108167634|LOC108167634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngef|Ngef	177	223	191	174	49	449	337	80	321	265	321	303	430	505	753	460	922
Gigyf2|Gigyf2	1918	1055	1140	1167	1531	1416	1767	2301	1043	1657	2033	1797	1669	1562	2306	1743	1340
Kcnj13|Kcnj13	0	4	23	11	0	0	0	0	0	0	174	24	0	32	0	12	30
Atg16l1|Atg16l1	1627	1591	1715	1246	1583	1504	1157	2645	1143	1939	1589	1665	1905	2343	1813	2115	2405
Scarna6|Scarna6	0	0	5	2	0	0	0	7	2	0	1	0	0	0	0	0	0
Sag|Sag	52	37	66	20	69	33	31	164	37	108	35	45	60	59	166	46	69
Dgkd|Dgkd	3491	2251	3375	2715	2529	2798	2272	3087	2666	3854	2937	3647	3238	3636	5685	3946	3651
Gm19582|Gm19582	0	0	24	3	0	0	9	0	5	0	0	11	0	0	8	0	0
Usp40|Usp40	1390	813	1138	1056	1929	1352	921	1978	875	1071	1201	1289	1028	1453	813	1422	786
Gm38609|Gm38609	447	523	675	404	523	249	414	406	382	710	279	599	573	478	320	402	284
Inpp5d|Inpp5d	39447	26737	37487	32618	35719	33934	25151	46282	23592	34892	25826	42485	33829	38061	33925	41833	41834
Gm33470|Gm33470	0	0	2	0	0	0	7	5	0	0	6	0	4	6	0	0	0
Gm29538|Gm29538	14	0	11	0	0	0	0	0	0	0	0	10	0	0	0	0	0
Gm28888|Gm28888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
Glrp1|Glrp1	566	380	452	284	468	317	422	577	530	697	490	989	706	774	788	530	618
Mroh2a|Mroh2a	0	21	0	0	0	0	0	48	0	0	8	0	0	10	16	0	0
Hjurp|Hjurp	2493	1360	2155	1616	2000	2085	1518	4244	1628	3467	2293	2882	2305	2608	2625	2284	2609
Ugt1a10|Ugt1a10	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a9|Ugt1a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt1a6b|Ugt1a6b	0	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Ugt1a2|Ugt1a2	0	0	6	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb3|Dnajb3	13	33	51	11	0	0	11	0	41	29	0	18	0	10	77	23	58
Ugt1a7c|Ugt1a7c	16775	11774	13647	9995	13184	13474	9842	16872	11027	18053	14112	19351	14137	15454	17062	17725	17228
Ugt1a6a|Ugt1a6a	167	10	41	24	103	2	0	0	0	0	26	61	5	25	0	48	9
Ugt1a5|Ugt1a5	0	0	0	0	0	0	12	0	0	0	6	0	0	0	0	0	0
Ugt1a1|Ugt1a1	0	0	0	0	74	0	0	25	0	0	45	53	0	0	0	0	0
Sh3bp4|Sh3bp4	180	217	265	307	166	110	155	124	116	19	28	171	103	168	605	364	243
Gm34331|Gm34331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4c|Arl4c	7216	4779	6123	4498	6893	6485	4924	8128	4341	7522	6155	6580	5743	5368	6082	6617	6947
Ackr3|Ackr3	326	176	355	385	777	252	172	483	491	174	796	610	486	404	310	454	565
Iqca|Iqca	202	0	104	39	0	78	98	0	47	0	243	43	36	58	0	107	0
Agap1|Agap1	645	471	714	311	561	689	688	512	631	328	1526	515	526	364	1220	723	1033
Gm28499|Gm28499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm41914|Gm41914	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
4933400F21Rik|4933400F21Rik	9	28	21	36	0	0	0	30	69	0	0	42	51	2	87	7	0
Gm35242|Gm35242	93	41	12	54	0	22	0	82	0	0	144	0	47	24	171	53	80
Col6a3|Col6a3	170	96	254	75	0	21	183	191	94	131	171	92	138	116	154	166	166
Cops8|Cops8	5123	3668	4502	3223	5305	4296	2721	5784	4005	5819	4010	5161	4384	4847	4931	5246	4858
Prlh|Prlh	1	0	7	15	2	1	0	0	0	1	4	4	10	1	23	1	0
Mlph|Mlph	4399	2303	3143	2444	3785	4001	2698	4840	2666	4524	1900	2432	2595	3334	3480	2665	3284
Rbm44|Rbm44	0	0	5	17	0	0	4	0	0	162	60	0	35	0	0	0	0
Ramp1|Ramp1	4487	3380	4393	2756	4128	3457	2584	4833	3488	4689	3458	4379	3889	4220	2002	4242	3018
Lrrfip1|Lrrfip1	6520	4443	5254	3902	7274	5417	4168	7480	3981	7720	7063	6183	5562	5591	6465	5639	6543
Klhl30|Klhl30	0	4	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
Scly|Scly	736	611	607	698	1003	558	512	746	354	510	713	857	601	873	845	1173	1100
Ube2f|Ube2f	5332	4128	5093	3891	6534	5148	4189	7036	4572	6601	5300	7888	6305	6852	6500	6750	6687
Per2|Per2	248	179	257	161	0	250	166	121	30	490	96	196	123	25	0	126	82
Gm35591|Gm35591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes6|Hes6	3473	2120	2882	1873	2889	2441	1475	3040	1508	2331	1705	2658	1860	2170	1668	3541	2878
Fam132b|Fam132b	5	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilkap|Ilkap	2084	1550	2129	1644	2344	2128	1893	2445	1811	2426	2310	2426	1994	2072	2777	2490	2365
Traf3ip1|Traf3ip1	107	79	79	121	0	164	56	53	63	0	60	166	176	27	302	259	256
Asb1|Asb1	384	308	330	191	859	291	362	669	278	1083	547	543	566	610	386	652	617
Hdac4|Hdac4	499	215	395	329	559	788	595	793	141	480	1150	516	510	760	834	727	1084
